CityCode;CountryCode;UtcOffset;TimeZoneId;Names.Name.@LanguageCode;Names.Name.$;Airports.AirportCode
TRX;US;-06:00;America/Chicago;EN;Trenton;TRX
TRY;UG;+03:00;Africa/Kampala;EN;Tororo;TRY
TRZ;IN;+05:30;Asia/Kolkata;EN;Tiruchchirappalli;TRZ
TSB;NA;+02:00;Africa/Windhoek;EN;Tsumeb;TSB
TSC;EC;-05:00;America/Guayaquil;EN;Taisha;TSC
TSD;ZA;+02:00;Africa/Johannesburg;EN;Tshipise;TSD
TSE;KZ;+06:00;Asia/Almaty;EN;Nur-Sultan;
TSG;US;-09:00;America/Anchorage;EN;Tanacross;TSG
TSH;CD;+02:00;Africa/Lubumbashi;EN;Tshikapa;TSH
TSI;PG;+10:00;Pacific/Port_Moresby;EN;Tsili Tsili;TSI
TSJ;JP;+09:00;Asia/Tokyo;EN;Tsushima;TSJ
TSK;PG;+10:00;Pacific/Port_Moresby;EN;Taskul;TSK
TSL;MX;-06:00;America/Mexico_City;EN;Tamuin;TSL
TSM;US;-07:00;America/Denver;EN;Taos;TSM
TSN;CN;+08:00;Asia/Shanghai;EN;Tianjin;['TJJ', 'TSN', 'XTA', 'XTF']
TSP;US;-08:00;America/Los_Angeles;EN;Tehachapi;TSP
TSQ;BR;-03:00;America/Araguaina;EN;Torres;TSQ
TSR;RO;+02:00;Europe/Bucharest;EN;Timisoara;TSR
TST;TH;+07:00;Asia/Bangkok;EN;Trang;TST
TSU;KI;+12:00;Pacific/Tarawa;EN;Tabiteuea South;TSU
TSV;AU;+10:00;Australia/Brisbane;EN;Townsville;TSV
TSW;PG;+10:00;Pacific/Port_Moresby;EN;Tsewi;TSW
TSX;ID;+08:00;Asia/Makassar;EN;Tanjung Santan;TSX
TSY;ID;+07:00;Asia/Pontianak;EN;Tasikmalaya;TSY
TSZ;MN;+08:00;Asia/Ulaanbaatar;EN;Tsetserleg;TSZ
TTA;MA;+01:00;Africa/Casablanca;EN;Tan Tan;TTA
TTB;IT;+01:00;Europe/Rome;EN;Tortoli;TTB
TTC;CL;-04:00;America/Santiago;EN;Taltal;TTC
TTD;US;-08:00;America/Los_Angeles;EN;Portland;
TTE;ID;+09:00;Asia/Jayapura;EN;Ternate;TTE
TTG;AR;-03:00;America/Argentina/Buenos_Aires;EN;Tartagal;TTG
TTH;OM;+04:00;Asia/Muscat;EN;Thumrait;TTH
TTI;PF;-10:00;Pacific/Tahiti;EN;Tetiaroa;TTI
TTJ;JP;+09:00;Asia/Tokyo;EN;Tottori;TTJ
TTK;GB;+00:00;Europe/London;EN;Tottenham Hale;TTK
TTL;FJ;+12:00;Pacific/Fiji;EN;Nanuya Levu;TTL
TTM;CO;-05:00;America/Bogota;EN;Tablon De Tamara;TTM
TTO;US;-06:00;America/Chicago;EN;Britton;TTO
TTQ;CR;-06:00;America/Costa_Rica;EN;Tortuguero;TTQ
TTR;ID;+08:00;Asia/Makassar;EN;Tana Toraja;TTR
TTS;MG;+03:00;Indian/Antananarivo;EN;Tsaratanana;TTS
TTT;TW;+08:00;Asia/Taipei;EN;Taitung;TTT
TTU;MA;+01:00;Africa/Casablanca;EN;Tetouan;TTU
TTV;CN;+08:00;Asia/Shanghai;EN;Tieling;TTV
TTW;LK;+05:30;Asia/Colombo;EN;Tissamaharama;TTW
TTX;AU;+08:00;Australia/Perth;EN;Truscott-Mungalalu;TTX
TTY;GB;+00:00;Europe/London;EN;Taunton;TTY
TTZ;CN;+08:00;Asia/Shanghai;EN;Zhengzhou;
TUA;EC;-05:00;America/Guayaquil;EN;Tulcan;TUA
TUB;PF;-10:00;Pacific/Tahiti;EN;Tubuai;TUB
TUC;AR;-03:00;America/Argentina/Buenos_Aires;EN;Tucuman;TUC
TUD;SN;+00:00;Africa/Dakar;EN;Tambacounda;TUD
TUE;PA;-05:00;America/Panama;EN;Tupile;TUE
TUF;FR;+01:00;Europe/Paris;EN;Tours;['TUF', 'XJT', 'XSH']
TUG;PH;+08:00;Asia/Manila;EN;Tuguegarao;TUG
TUI;SA;+03:00;Asia/Riyadh;EN;Turaif;TUI
TUJ;ET;+03:00;Africa/Addis_Ababa;EN;Tum;TUJ
TUK;PK;+05:00;Asia/Karachi;EN;Turbat;TUK
TUL;US;-06:00;America/Chicago;EN;Tulsa;['RVS', 'TUL']
TUM;AU;+10:00;Australia/Sydney;EN;Tumut;TUM
TUN;TN;+01:00;Africa/Tunis;EN;Tunis;TUN
TUO;NZ;+12:00;Pacific/Auckland;EN;Taupo;TUO
TUP;US;-06:00;America/Chicago;EN;Tupelo;TUP
TUQ;BF;+00:00;Africa/Ouagadougou;EN;Tougan;TUQ
TUR;BR;-03:00;America/Araguaina;EN;Tucurui;TUR
TUS;US;-07:00;America/Phoenix;EN;Tucson;['AVW', 'DMA', 'TUS']
TUT;PG;+10:00;Pacific/Port_Moresby;EN;Tauta;TUT
TUU;SA;+03:00;Asia/Riyadh;EN;Tabuk;TUU
TUV;VE;-04:00;America/Caracas;EN;Tucupita;TUV
TUW;PA;-05:00;America/Panama;EN;Tubuala;TUW
TUX;CA;-07:00;America/Dawson_Creek;EN;Tumbler Ridge;TUX
TUY;MX;-05:00;America/Hermosillo;EN;Tulum;TUY
TUZ;BR;-03:00;America/Araguaina;EN;Tucuma;TUZ
TVA;MG;+03:00;Indian/Antananarivo;EN;Morafenobe;TVA
TVC;US;-05:00;America/New_York;EN;Traverse City;TVC
TVF;US;-06:00;America/Chicago;EN;Thief River Falls;TVF
TVI;US;-05:00;America/New_York;EN;Thomasville;TVI
TVL;US;-08:00;America/Los_Angeles;EN;South Lake Tahoe;TVL
TVS;CN;+08:00;Asia/Shanghai;EN;Tangshan;TVS
TVU;FJ;+12:00;Pacific/Fiji;EN;Taveuni Island;TVU
TVX;CN;+08:00;Asia/Shanghai;EN;Tongxiang;TVX
TVY;MM;+06:30;Asia/Yangon;EN;Dawei;TVY
TWA;US;-09:00;America/Anchorage;EN;Twin Hills;TWA
TWB;AU;+10:00;Australia/Brisbane;EN;Toowoomba;['TWB', 'WTB']
TWC;CN;+08:00;Asia/Shanghai;EN;Tumushuke;TWC
TWD;US;-08:00;America/Los_Angeles;EN;Port Townsend;TWD
TWE;US;-09:00;America/Anchorage;EN;Taylor;TWE
TWF;US;-07:00;America/Denver;EN;Twin Falls;TWF
TWN;AU;+10:00;Australia/Brisbane;EN;Tewantin;TWN
TWP;AU;+10:00;Australia/Brisbane;EN;Torwood;TWP
TWT;PH;+08:00;Asia/Manila;EN;Tawitawi;TWT
TWU;MY;+08:00;Asia/Kuching;EN;Tawau;TWU
TWY;PG;+10:00;Pacific/Port_Moresby;EN;Tawa;TWY
TXC;BY;+03:00;Europe/Minsk;EN;Orsha;TXC
TXE;ID;+07:00;Asia/Pontianak;EN;Takengon;TXE
TXF;BR;-03:00;America/Araguaina;EN;Teixeira De Freitas;TXF
TXK;US;-06:00;America/Chicago;EN;Texarkana;TXK
TXM;ID;+09:00;Asia/Jayapura;EN;Teminabuan;TXM
TXN;CN;+08:00;Asia/Shanghai;EN;Huangshan;TXN
TXR;AU;+10:00;Australia/Brisbane;EN;Tanbar;TXR
TXU;CI;+00:00;Africa/Abidjan;EN;Tabou;TXU
TYA;RU;+03:00;Europe/Moscow;EN;Tula;TYA
TYB;AU;+10:00;Australia/Sydney;EN;Tibooburra;TYB
TYC;CN;+08:00;Asia/Shanghai;EN;Taiyuan;TYC
TYD;RU;+09:00;Asia/Yakutsk;EN;Tynda;TYD
TYE;US;-09:00;America/Anchorage;EN;Tyonek;TYE
TYF;SE;+01:00;Europe/Stockholm;EN;Torsby;TYF
TYG;AU;+10:00;Australia/Brisbane;EN;Thylungra;TYG
TYL;PE;-05:00;America/Lima;EN;Talara;TYL
TYM;BS;-05:00;America/Nassau;EN;Staniel Cay;TYM
TYN;CN;+08:00;Asia/Shanghai;EN;Taiyuan;TYN
TYO;JP;+09:00;Asia/Tokyo;EN;Tokyo;['HND', 'NRT', 'OKO']
TYP;AU;+09:30;Australia/Darwin;EN;Tobermorey;TYP
TYR;US;-06:00;America/Chicago;EN;Tyler;TYR
TYS;US;-05:00;America/New_York;EN;Knoxville;TYS
TYT;UY;-03:00;America/Montevideo;EN;Treinta Y Tres;TYT
TYZ;US;-07:00;America/Phoenix;EN;Taylor;TYZ
TZC;US;-05:00;America/New_York;EN;Caro;TZC
TZL;BA;+01:00;Europe/Sarajevo;EN;Tuzla;TZL
TZM;MX;-06:00;America/Mexico_City;EN;Tizimin;TZM
TZN;BS;-05:00;America/Nassau;EN;South Andros;TZN
TZO;MG;+03:00;Indian/Antananarivo;EN;Ankisatra;TZO
TZX;TR;+03:00;Europe/Istanbul;EN;Trabzon;TZX
UAC;MX;-07:00;America/Mazatlan;EN;San Luis Rio Colorado;UAC
UAE;PG;+10:00;Pacific/Port_Moresby;EN;Mount Aue;UAE
UAH;PF;-09:30;Pacific/Marquesas;EN;Ua Huka;UAH
UAI;TL;+09:00;Asia/Dili;EN;Suai;UAI
UAK;GL;-03:00;America/Godthab;EN;Narsarsuaq;UAK
UAL;AO;+01:00;Africa/Luanda;EN;Luau;UAL
UAP;PF;-09:30;Pacific/Marquesas;EN;Ua Pou;UAP
UAQ;AR;-03:00;America/Argentina/Buenos_Aires;EN;San Juan;UAQ
UAR;MA;+01:00;Africa/Casablanca;EN;Bouarfa;UAR
UAS;KE;+03:00;Africa/Nairobi;EN;Samburu;UAS
UAX;GT;-06:00;America/Guatemala;EN;Uaxactun;UAX
UBA;BR;-03:00;America/Araguaina;EN;Uberaba;UBA
UBB;AU;+10:00;Australia/Brisbane;EN;Mabuiag Island;UBB
UBI;PG;+11:00;Pacific/Bougainville;EN;Buin;UBI
UBJ;JP;+09:00;Asia/Tokyo;EN;Ube;UBJ
UBP;TH;+07:00;Asia/Bangkok;EN;Ubon Ratchathani;UBP
UBR;ID;+09:00;Asia/Jayapura;EN;Ubrub;UBR
UBS;US;-06:00;America/Chicago;EN;Columbus;['CBM', 'GTR', 'UBS']
UBT;BR;-03:00;America/Araguaina;EN;Ubatuba;UBT
UBU;AU;+08:00;Australia/Perth;EN;Kalumburu;UBU
UBW;GB;+00:00;Europe/London;EN;Bridgwater;UBW
UCA;US;-05:00;America/New_York;EN;Utica;['UCA', 'ZUA']
UCB;CN;+08:00;Asia/Shanghai;EN;Ulanqab;UCB
UCE;US;-06:00;America/Chicago;EN;Eunice;UCE
UCK;UA;+02:00;Europe/Zaporozhye;EN;Lutsk;UCK
UCN;LR;+00:00;Africa/Monrovia;EN;Buchanan;UCN
UCT;RU;+03:00;Europe/Moscow;EN;Ukhta;UCT
UCY;US;-06:00;America/Chicago;EN;Union City;UCY
UCZ;PE;-05:00;America/Lima;EN;Uchiza;UCZ
UDA;AU;+10:00;Australia/Brisbane;EN;Undara;UDA
UDE;NL;+01:00;Europe/Amsterdam;EN;Uden;UDE
UDI;BR;-03:00;America/Araguaina;EN;Uberlandia;UDI
UDJ;UA;+02:00;Europe/Zaporozhye;EN;Uzhhorod;UDJ
UDN;IT;+01:00;Europe/Rome;EN;Udine;UDN
UDO;LA;+07:00;Asia/Vientiane;EN;Udomxay;UDO
UDR;IN;+05:30;Asia/Kolkata;EN;Udaipur;UDR
UEE;AU;+10:00;Australia/Hobart;EN;Queenstown;UEE
UEL;MZ;+02:00;Africa/Maputo;EN;Quelimane;UEL
UEN;RU;+05:00;Asia/Yekaterinburg;EN;Urengoy;UEN
UEO;JP;+09:00;Asia/Tokyo;EN;Kume Jima;UEO
UER;ES;+01:00;Europe/Madrid;EN;Puertollano;UER
UES;US;-06:00;America/Chicago;EN;Waukesha;UES
UET;PK;+05:00;Asia/Karachi;EN;Quetta;UET
UFA;RU;+05:00;Asia/Yekaterinburg;EN;Ufa;UFA
UFM;GB;+00:00;Europe/London;EN;Falmouth;UFM
UGA;MN;+08:00;Asia/Ulaanbaatar;EN;Bulgan;UGA
UGC;UZ;+05:00;Asia/Tashkent;EN;Urgench;UGC
UGI;US;-09:00;America/Anchorage;EN;Uganik;UGI
UGL;AQ;-04:00;Antarctica/South_Pole;EN;Antarctica;UGL
UGN;US;-06:00;America/Chicago;EN;Waukegan;UGN
UGO;AO;+01:00;Africa/Luanda;EN;Uige;UGO
UGS;US;-09:00;America/Anchorage;EN;Ugashik;UGS
UGT;MN;+08:00;Asia/Ulaanbaatar;EN;Bulagtai;UGT
UGU;ID;+09:00;Asia/Jayapura;EN;Bilogai;UGU
UHE;CZ;+01:00;Europe/Prague;EN;Uherske Hradiste;UHE
UHF;GB;+00:00;Europe/London;EN;Upper Heyford;UHF
UHS;RU;+11:00;Asia/Srednekolymsk;EN;Aleksandrovsk-Sakhalinskiy;UHS
UIB;CO;-05:00;America/Bogota;EN;Quibdo;UIB
UIH;VN;+07:00;Asia/Ho_Chi_Minh;EN;Quinhon;UIH
UII;HN;-06:00;America/Tegucigalpa;EN;Utila;UII
UIK;RU;+08:00;Asia/Irkutsk;EN;Ust-Ilimsk;UIK
UIL;US;-08:00;America/Los_Angeles;EN;Forks;UIL
UIN;US;-06:00;America/Chicago;EN;Quincy;UIN
UIO;EC;-05:00;America/Guayaquil;EN;Quito;UIO
UIP;FR;+01:00;Europe/Paris;EN;Quimper;UIP
UIQ;VU;+11:00;Pacific/Efate;EN;Quine Hill;UIQ
UIR;AU;+10:00;Australia/Sydney;EN;Quirindi;UIR
UIT;MH;+12:00;Pacific/Majuro;EN;Jaluit Island;UIT
UIZ;US;-05:00;America/New_York;EN;Utica;UIZ
UJE;MH;+12:00;Pacific/Majuro;EN;Ujae Island;UJE
UJN;KR;+09:00;Asia/Seoul;EN;Uljin;UJN
UJU;KP;+09:00;Asia/Pyongyang;EN;Uiju;UJU
UKA;KE;+03:00;Africa/Nairobi;EN;Ukunda;UKA
UKG;RU;+10:00;Asia/Vladivostok;EN;Ust-Kuyga;UKG
UKH;OM;+04:00;Asia/Muscat;EN;Mukhaizna;UKH
UKI;US;-08:00;America/Los_Angeles;EN;Ukiah;UKI
UKK;KZ;+06:00;Asia/Almaty;EN;Ust-Kamenogorsk;UKK
UKN;US;-06:00;America/Chicago;EN;Waukon;UKN
UKR;YE;+03:00;Asia/Aden;EN;Mukeiras;UKR
UKS;UA;+02:00;Europe/Zaporozhye;EN;Sevastopol;UKS
UKT;US;-05:00;America/New_York;EN;Quakertown;UKT
UKU;PG;+10:00;Pacific/Port_Moresby;EN;Nuku;UKU
UKX;RU;+08:00;Asia/Irkutsk;EN;Ust-Kut;UKX
UKY;JP;+09:00;Asia/Tokyo;EN;Kyoto;UKY
ULA;AR;-03:00;America/Argentina/Buenos_Aires;EN;San Julian;ULA
ULB;VU;+11:00;Pacific/Efate;EN;Ulei;ULB
ULD;ZA;+02:00;Africa/Johannesburg;EN;Ulundi;ULD
ULE;PG;+10:00;Pacific/Port_Moresby;EN;Sule;ULE
ULG;MN;+08:00;Asia/Ulaanbaatar;EN;Olgii;ULG
ULH;SA;+03:00;Asia/Riyadh;EN;Al Ula;ULH
ULI;FM;+10:00;Pacific/Chuuk;EN;Ulithi;ULI
ULK;RU;+09:00;Asia/Yakutsk;EN;Lensk;ULK
ULL;GB;+00:00;Europe/London;EN;Mull;ULL
ULM;US;-06:00;America/Chicago;EN;New Ulm;ULM
ULN;MN;+08:00;Asia/Ulaanbaatar;EN;Ulaanbaatar;['UBN', 'ULN']
ULO;MN;+08:00;Asia/Ulaanbaatar;EN;Ulaangom;ULO
ULP;AU;+10:00;Australia/Brisbane;EN;Quilpie;ULP
ULQ;CO;-05:00;America/Bogota;EN;Tulua;ULQ
ULS;CO;-05:00;America/Bogota;EN;Mulatos;ULS
ULU;UG;+03:00;Africa/Kampala;EN;Gulu;ULU
ULX;ZA;+02:00;Africa/Johannesburg;EN;Ulusaba;ULX
ULY;RU;+04:00;Europe/Volgograd;EN;Ulyanovsk;['ULV', 'ULY']
ULZ;MN;+08:00;Asia/Ulaanbaatar;EN;Uliastai;ULZ
UMA;CU;-05:00;America/Havana;EN;Punta De Maisi;UMA
UMB;US;-09:00;America/Anchorage;EN;Umnak Island;['UMB', 'UNS']
UMC;PG;+10:00;Pacific/Port_Moresby;EN;Umba;UMC
UMD;GL;-03:00;America/Godthab;EN;Uummannaq;UMD
UME;SE;+01:00;Europe/Stockholm;EN;Umea;UME
UMI;PE;-05:00;America/Lima;EN;Quince Mil;UMI
UMM;US;-09:00;America/Anchorage;EN;Summit;UMM
UMR;AU;+09:30;Australia/Adelaide;EN;Woomera;UMR
UMS;RU;+09:00;Asia/Yakutsk;EN;Ust-Maya;UMS
UMT;US;-09:00;America/Anchorage;EN;Umiat;UMT
UMU;BR;-03:00;America/Araguaina;EN;Umuarama;UMU
UMY;UA;+02:00;Europe/Zaporozhye;EN;Sumy;UMY
UMZ;US;-06:00;America/Chicago;EN;Mena;UMZ
UNA;BR;-03:00;America/Araguaina;EN;Ilha Comandatuba/Una;UNA
UNC;CO;-05:00;America/Bogota;EN;Unguia;UNC
UND;AF;+04:30;Asia/Kabul;EN;Kunduz;UND
UNE;LS;+02:00;Africa/Maseru;EN;Qacha's Nek;UNE
UNG;PG;+10:00;Pacific/Port_Moresby;EN;Kiunga;UNG
UNI;VC;-04:00;America/St_Vincent;EN;Union Island;UNI
UNK;US;-09:00;America/Anchorage;EN;Unalakleet;UNK
UNN;TH;+07:00;Asia/Bangkok;EN;Ranong;UNN
UNR;MN;+08:00;Asia/Ulaanbaatar;EN;Ondorkhaan;UNR
UNT;GB;+00:00;Europe/London;EN;Unst;UNT
UNU;US;-06:00;America/Chicago;EN;Juneau;UNU
UOA;PF;-10:00;Pacific/Tahiti;EN;Moruroa Atoll;UOA
UOL;ID;+08:00;Asia/Makassar;EN;Buol;UOL
UON;LA;+07:00;Asia/Vientiane;EN;Muong Sai;UON
UOS;US;-06:00;America/Chicago;EN;Sewanee;UOS
UOX;US;-06:00;America/Chicago;EN;University;UOX
UPA;CU;-05:00;America/Havana;EN;Punta Alegre;UPA
UPC;ES;+00:00;Atlantic/Canary;EN;Puerto De La Cruz;UPC
UPF;DE;+01:00;Europe/Berlin;EN;Pforzheim;UPF
UPG;ID;+08:00;Asia/Makassar;EN;Makassar;UPG
UPK;GL;-03:00;America/Godthab;EN;Upernavik Kujalleq Heliport;UPK
UPL;CR;-06:00;America/Costa_Rica;EN;Upala;UPL
UPN;MX;-06:00;America/Mexico_City;EN;Uruapan;UPN
UPP;US;-10:00;Pacific/Honolulu;EN;Hawi;UPP
UPR;PG;+10:00;Pacific/Port_Moresby;EN;Upiara;UPR
UPV;GB;+00:00;Europe/London;EN;Upavon;UPV
UQE;US;-09:00;America/Anchorage;EN;Queen;UQE
URA;KZ;+05:00;Asia/Qyzylorda;EN;Uralsk;URA
URB;BR;-03:00;America/Araguaina;EN;Castilho;URB
URC;CN;+08:00;Asia/Shanghai;EN;Urumqi;URC
URD;DE;+01:00;Europe/Berlin;EN;Burg Feuerstein;URD
URE;EE;+02:00;Europe/Tallinn;EN;Kuressaare;URE
URG;BR;-03:00;America/Araguaina;EN;Uruguaiana;URG
URI;CO;-05:00;America/Bogota;EN;Uribe;URI
URJ;RU;+05:00;Asia/Yekaterinburg;EN;Uray;URJ
URM;VE;-04:00;America/Caracas;EN;Uriman;URM
URN;AF;+04:30;Asia/Kabul;EN;Urgun;URN
URO;FR;+01:00;Europe/Paris;EN;Rouen;URO
URR;CO;-05:00;America/Bogota;EN;Urrao;URR
URS;RU;+03:00;Europe/Moscow;EN;Kursk;URS
URT;TH;+07:00;Asia/Bangkok;EN;Surat Thani;URT
URU;PG;+10:00;Pacific/Port_Moresby;EN;Uroubi;URU
URY;SA;+03:00;Asia/Riyadh;EN;Gurayat;URY
URZ;AF;+04:30;Asia/Kabul;EN;Uruzgan;URZ
USA;US;-05:00;America/New_York;EN;Concord;USA
USC;US;-05:00;America/New_York;EN;Union;USC
USH;AR;-03:00;America/Argentina/Buenos_Aires;EN;Ushuaia;USH
USI;GY;-04:00;America/Guyana;EN;Mabaruma;USI
USJ;KZ;+06:00;Asia/Almaty;EN;Usharal;USJ
USK;RU;+03:00;Europe/Moscow;EN;Usinsk;USK
USL;AU;+08:00;Australia/Perth;EN;Useless Loop;USL
USM;TH;+07:00;Asia/Bangkok;EN;Ko Samui;USM
USN;KR;+09:00;Asia/Seoul;EN;Ulsan;USN
USO;PG;+10:00;Pacific/Port_Moresby;EN;Usino;USO
USQ;TR;+03:00;Europe/Istanbul;EN;Usak;USQ
USR;RU;+10:00;Asia/Vladivostok;EN;Ust Nera;USR
USS;CU;-05:00;America/Havana;EN;Sancti Spiritus;USS
UST;US;-05:00;America/New_York;EN;St Augustine;UST
USU;PH;+08:00;Asia/Manila;EN;Busuanga;USU
USX;GB;+00:00;Europe/London;EN;St Austell;USX
UTA;ZW;+02:00;Africa/Harare;EN;Mutare;UTA
UTB;AU;+10:00;Australia/Brisbane;EN;Muttaburra;UTB
UTC;NL;+01:00;Europe/Amsterdam;EN;Utrecht;['UTC', 'ZYU']
UTD;AU;+09:30;Australia/Darwin;EN;Nutwood Downs;UTD
UTE;ZA;+02:00;Africa/Johannesburg;EN;Butterworth;UTE
UTG;LS;+02:00;Africa/Maseru;EN;Quthing;UTG
UTH;TH;+07:00;Asia/Bangkok;EN;Udon Thani;UTH
UTI;FI;+02:00;Europe/Helsinki;EN;Utti;UTI
UTK;MH;+12:00;Pacific/Majuro;EN;Utirik Island;UTK
UTL;ES;+01:00;Europe/Madrid;EN;Torremolinos;UTL
UTM;US;-06:00;America/Chicago;EN;Tunica;UTM
UTN;ZA;+02:00;Africa/Johannesburg;EN;Upington;UTN
UTO;US;-09:00;America/Anchorage;EN;Utopia Creek;UTO
UTP;TH;+07:00;Asia/Bangkok;EN;U-Tapao;UTP
UTR;TH;+07:00;Asia/Bangkok;EN;Uttaradit;UTR
UTS;RU;+03:00;Europe/Moscow;EN;Ust-Tsilma;UTS
UTT;ZA;+02:00;Africa/Johannesburg;EN;Umtata;UTT
UTU;PA;-05:00;America/Panama;EN;Ustupo;UTU
UTW;ZA;+02:00;Africa/Johannesburg;EN;Queenstown;UTW
UUA;RU;+03:00;Europe/Moscow;EN;Bugulma;UUA
UUD;RU;+08:00;Asia/Irkutsk;EN;Ulan-Ude;UUD
UUK;US;-09:00;America/Anchorage;EN;Kuparuk;UUK
UUN;MN;+08:00;Asia/Ulaanbaatar;EN;Baruun-Urt;UUN
UUS;RU;+11:00;Asia/Srednekolymsk;EN;Yuzhno-Sakhalinsk;UUS
UUU;PG;+10:00;Pacific/Port_Moresby;EN;Manumu;UUU
UVA;US;-06:00;America/Chicago;EN;Uvalde;UVA
UVE;NC;+11:00;Pacific/Noumea;EN;Ouvea;UVE
UVI;BR;-03:00;America/Araguaina;EN;Uniao Da Vitoria;UVI
UVL;EG;+02:00;Africa/Cairo;EN;Kharga;UVL
UVO;PG;+10:00;Pacific/Port_Moresby;EN;Uvol;UVO
UWA;US;-05:00;America/New_York;EN;Ware;UWA
UWC;GB;+00:00;Europe/London;EN;Worcester;UWC
UWP;DE;+01:00;Europe/Berlin;EN;Wuppertal;UWP
UYL;SD;+02:00;Africa/Khartoum;EN;Nyala;UYL
UYN;CN;+08:00;Asia/Shanghai;EN;Yulin;UYN
UYU;BO;-04:00;America/La_Paz;EN;Uyuni;UYU
UZC;RS;+01:00;Europe/Belgrade;EN;Uzice;UZC
UZH;SA;+03:00;Asia/Riyadh;EN;Unayzah;UZH
UZM;CA;-07:00;America/Whitehorse;EN;Hope Bay;['JOJ', 'UZM']
UZR;KZ;+06:00;Asia/Almaty;EN;Urdzhar;UZR
UZU;AR;-03:00;America/Argentina/Buenos_Aires;EN;Curuzu Cuatia;UZU
VAA;FI;+02:00;Europe/Helsinki;EN;Vaasa;VAA
VAB;CO;-05:00;America/Bogota;EN;Yavarate;VAB
VAC;DE;+01:00;Europe/Berlin;EN;Varrelbusch;VAC
VAF;FR;+01:00;Europe/Paris;EN;Valence;['VAF', 'XHK']
VAG;BR;-03:00;America/Araguaina;EN;Varginha;VAG
VAH;BO;-04:00;America/La_Paz;EN;Vallegrande;VAH
VAI;PG;+10:00;Pacific/Port_Moresby;EN;Vanimo;VAI
VAK;US;-09:00;America/Anchorage;EN;Chevak;VAK
VAL;BR;-03:00;America/Araguaina;EN;Valenca;VAL
VAM;MV;+05:00;Indian/Maldives;EN;Maamigili Island;VAM
VAN;TR;+03:00;Europe/Istanbul;EN;Van;VAN
VAO;SB;+11:00;Pacific/Guadalcanal;EN;Suavanao;VAO
VAP;CL;-04:00;America/Santiago;EN;Valparaiso;VAP
VAR;BG;+02:00;Europe/Sofia;EN;Varna;VAR
VAS;TR;+03:00;Europe/Istanbul;EN;Sivas;VAS
VAT;MG;+03:00;Indian/Antananarivo;EN;Vatomandry;VAT
VAU;FJ;+12:00;Pacific/Fiji;EN;Vatukoula;VAU
VAV;TO;+13:00;Pacific/Tongatapu;EN;Vava'u;VAV
VAW;NO;+01:00;Europe/Oslo;EN;Vardo;VAW
VAZ;FR;+01:00;Europe/Paris;EN;Val-D'isere;VAZ
VBA;MM;+06:30;Asia/Yangon;EN;Ann;VBA
VBM;US;-09:00;America/Anchorage;EN;Blue Mountain;VBM
VBP;MM;+06:30;Asia/Yangon;EN;Bokpyin;VBP
VBR;RU;+03:00;Europe/Moscow;EN;Vyborg;VBR
VBV;FJ;+12:00;Pacific/Fiji;EN;Vanuabalavu Island;VBV
VBY;SE;+01:00;Europe/Stockholm;EN;Visby;VBY
VCA;VN;+07:00;Asia/Ho_Chi_Minh;EN;Cantho;VCA
VCB;US;-09:00;America/Anchorage;EN;View Cove;VCB
VCC;BR;-03:00;America/Araguaina;EN;Vacaria;VCC
VCD;AU;+09:30;Australia/Darwin;EN;Victoria River Downs;VCD
VCE;IT;+01:00;Europe/Rome;EN;Venice;['TSF', 'VCE', 'XVQ', 'XVY']
VCF;AR;-03:00;America/Argentina/Buenos_Aires;EN;Valcheta;VCF
VCH;UY;-03:00;America/Montevideo;EN;Vichadero;VCH
VCL;VN;+07:00;Asia/Ho_Chi_Minh;EN;Tamky;VCL
VCR;VE;-04:00;America/Caracas;EN;Carora;VCR
VCS;VN;+07:00;Asia/Ho_Chi_Minh;EN;Con Dao;VCS
VCT;US;-06:00;America/Chicago;EN;Victoria;VCT
VCV;US;-08:00;America/Los_Angeles;EN;Victorville;VCV
VDA;IL;+02:00;Asia/Jerusalem;EN;Ovda;
VDB;NO;+01:00;Europe/Oslo;EN;Fagernes;VDB
VDC;BR;-03:00;America/Araguaina;EN;Vitoria Da Conquista;VDC
VDE;ES;+00:00;Atlantic/Canary;EN;Valverde;VDE
VDH;VN;+07:00;Asia/Ho_Chi_Minh;EN;Dong Hoi;VDH
VDI;US;-05:00;America/New_York;EN;Vidalia;VDI
VDM;AR;-03:00;America/Argentina/Buenos_Aires;EN;Viedma;VDM
VDO;VN;+07:00;Asia/Ho_Chi_Minh;EN;Quang Ninh;VDO
VDP;VE;-04:00;America/Caracas;EN;Valle De La Pascua;VDP
VDR;AR;-03:00;America/Argentina/Buenos_Aires;EN;Villa Dolores;VDR
VDS;NO;+01:00;Europe/Oslo;EN;Vadso;VDS
VDY;IN;+05:30;Asia/Kolkata;EN;Vidyanagar;VDY
VDZ;US;-09:00;America/Anchorage;EN;Valdez;VDZ
VEE;US;-09:00;America/Anchorage;EN;Venetie;VEE
VEG;GY;-04:00;America/Guyana;EN;Maikwak;VEG
VEJ;DK;+01:00;Europe/Copenhagen;EN;Vejle;VEJ
VEL;US;-07:00;America/Denver;EN;Vernal;VEL
VER;MX;-06:00;America/Mexico_City;EN;Veracruz;VER
VEV;SB;+11:00;Pacific/Guadalcanal;EN;Barakoma;VEV
VEX;US;-06:00;America/Chicago;EN;Tioga;VEX
